Path,Canonical,Transcript,Error_GT
L2_arctic_WAV/YDCK_arctic_a0117,"[9, 25, 41, 17, 6, 17, 39, 6, 4, 18, 5, 30, 26, 37, 39, 6, 30, 34, 6, 29, 32, 2, 10, 25, 6, 30, 24, 1, 22, 19, 6, 34, 2, 30, 17, 38, 8, 6, 34]","[9, 25, 41, 17, 6, 17, 39, 6, 17, 18, 5, 30, 26, 37, 39, 25, 30, 10, 6, 29, 32, 2, 10, 25, 6, 30, 24, 2, 22, 19, 6, 34, 2, 30, 17, 38, 8, 6, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0120,"[29, 14, 6, 33, 14, 6, 36, 22, 11, 36, 22, 25, 28, 40, 28, 14, 6, 27, 4, 41, 36, 12, 38, 2, 35, 14, 6, 30, 25, 40, 17, 5, 16, 26, 2, 36, 3, 30, 36]","[29, 14, 6, 33, 14, 6, 36, 22, 37, 36, 22, 25, 28, 40, 28, 14, 6, 27, 17, 41, 36, 12, 38, 2, 35, 14, 6, 30, 25, 34, 17, 5, 16, 26, 2, 36, 3, 30, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0121,"[4, 19, 6, 19, 6, 36, 17, 6, 30, 1, 41, 36, 4, 2, 22, 6, 22, 10, 41, 30, 17, 33, 5, 34, 36, 6, 17, 22, 8, 33, 36, 37, 14, 11, 33, 40]","[17, 19, 6, 19, 6, 36, 17, 25, 30, 1, 41, 36, 4, 2, 22, 25, 22, 10, 41, 30, 17, 33, 5, 34, 36, 6, 17, 22, 21, 33, 36, 37, 14, 11, 33, 34]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/YDCK_arctic_a0122,"[36, 37, 26, 6, 33, 40, 2, 23, 31, 11, 14, 6, 23, 19, 6, 38, 12, 32, 34, 6, 38, 2, 28, 6, 40, 19, 6, 9, 2, 30, 22, 33, 1, 4, 6, 34]","[36, 37, 26, 6, 33, 40, 2, 23, 31, 11, 14, 6, 23, 19, 6, 16, 12, 32, 34, 6, 38, 2, 28, 6, 18, 19, 6, 9, 2, 30, 22, 33, 1, 17, 6, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0123,"[9, 25, 24, 41, 17, 17, 14, 6, 17, 22, 1, 29, 27, 31, 11, 28, 17, 2, 30, 17, 34, 36, 3, 33, 38, 19, 6, 9, 2, 30]","[9, 25, 24, 41, 17, 17, 14, 6, 17, 22, 1, 29, 27, 31, 11, 28, 17, 2, 30, 17, 34, 36, 3, 33, 38, 19, 6, 9, 2, 30]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0125,"[24, 25, 39, 12, 40, 17, 6, 36, 1, 29, 2, 30, 17, 30, 14, 11, 36, 37, 29, 19, 6, 30, 36, 19, 6, 30, 2, 29, 8, 33, 34, 1, 36, 2, 30, 24, 31, 11, 28, 17, 2, 32, 3, 30, 24, 6, 29, 34, 5, 28, 22]","[24, 25, 39, 12, 40, 17, 6, 36, 1, 29, 2, 30, 17, 30, 14, 11, 36, 37, 29, 19, 6, 30, 36, 19, 6, 30, 2, 29, 8, 33, 34, 1, 36, 2, 30, 24, 31, 11, 28, 17, 2, 32, 3, 30, 24, 6, 29, 34, 3, 28, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0126,"[25, 35, 17, 19, 6, 9, 25, 16, 25, 27, 19, 6, 29, 2, 29, 8, 33, 38, 14, 6, 36, 2, 28, 32, 3, 33, 36, 12, 38, 24, 6, 29]","[6, 35, 17, 19, 6, 9, 25, 16, 25, 27, 19, 6, 29, 2, 29, 8, 33, 38, 14, 6, 36, 2, 28, 32, 3, 33, 36, 12, 38, 24, 6, 29]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0127,"[6, 36, 39, 12, 40, 2, 36, 5, 29, 36, 19, 6, 9, 2, 30, 16, 12, 36, 24, 25, 33, 25, 40, 6, 34, 36, 6, 17, 6, 36]","[6, 36, 39, 12, 34, 2, 36, 5, 29, 36, 19, 6, 9, 2, 30, 16, 12, 36, 24, 25, 33, 25, 18, 6, 34, 36, 6, 17, 6, 36]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0128,"[4, 6, 34, 39, 12, 30, 24, 31, 11, 32, 39, 12, 40, 17, 6, 34, 36, 33, 8, 6, 17, 41, 40, 27, 39, 6, 27, 28, 25, 41, 40, 6, 36, 39, 12, 40, 16, 8, 33, 30]","[17, 25, 34, 39, 12, 30, 24, 31, 11, 32, 39, 12, 34, 17, 6, 34, 36, 33, 8, 6, 17, 41, 34, 27, 39, 25, 27, 28, 25, 41, 40, 6, 36, 39, 12, 34, 16, 8, 33, 30]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0129,"[24, 1, 22, 19, 6, 34, 39, 12, 40, 2, 23, 5, 30, 34, 36, 24, 6, 40, 16, 33, 5, 34, 36]","[24, 1, 22, 19, 6, 34, 39, 12, 40, 2, 23, 5, 30, 34, 25, 24, 6, 34, 16, 33, 41, 34, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0130,"[9, 25, 39, 12, 40, 24, 6, 40, 30, 14, 11, 22, 1, 5, 38, 1]","[9, 25, 39, 12, 40, 24, 6, 34, 30, 14, 11, 22, 1, 5, 38, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0131,"[32, 33, 3, 38, 2, 17, 2, 30, 34, 24, 41, 17, 17, 6, 28, 6, 38, 1, 17, 24, 6, 29, 10, 33, 37, 4, 12, 29, 19, 6, 28, 34, 36, 33, 2, 29]","[32, 33, 3, 16, 2, 17, 2, 30, 34, 24, 41, 17, 17, 6, 28, 6, 38, 1, 24, 25, 29, 10, 33, 37, 17, 12, 29, 19, 6, 28, 34, 36, 8, 33, 29]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
L2_arctic_WAV/YDCK_arctic_a0134,"[24, 25, 31, 11, 16, 19, 6, 17, 4, 2, 32, 33, 5, 9, 1, 12, 38, 24, 1, 24, 41, 30, 17]","[24, 25, 31, 11, 16, 19, 6, 17, 4, 2, 32, 33, 5, 9, 1, 12, 38, 24, 1, 24, 41, 30, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/YDCK_arctic_a0136,"[2, 16, 14, 11, 36, 24, 6, 29, 5, 38, 33, 25, 39, 5, 33, 39, 1, 4, 25, 5, 38, 2, 17, 2, 30, 34, 2, 40, 12, 38, 28, 12, 23, 13, 2, 33, 25, 41, 30, 17, 12, 38, 19, 6, 18]","[2, 16, 14, 11, 36, 24, 6, 29, 5, 38, 33, 25, 39, 5, 33, 39, 1, 17, 25, 41, 38, 2, 17, 2, 30, 34, 2, 34, 12, 38, 28, 12, 23, 18, 37, 2, 33, 25, 41, 30, 17, 12, 38, 19, 6, 35]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/YDCK_arctic_a0137,"[4, 5, 30, 24, 25, 34, 36, 5, 32, 36, 16, 41, 27, 39, 6, 4, 2, 28, 31, 11, 27, 33, 14, 6, 12, 38, 32, 28, 5, 13, 1]","[17, 5, 30, 24, 25, 34, 36, 41, 32, 36, 16, 41, 27, 39, 6, 17, 2, 28, 31, 11, 27, 33, 14, 6, 12, 38, 32, 28, 41, 13, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0139,"[24, 25, 36, 31, 11, 28, 17, 24, 6, 29, 34, 5, 28, 22, 4, 41, 36, 41, 40, 24, 25, 39, 3, 9, 36, 24, 6, 29, 34, 5, 28, 22, 41, 30, 17, 23, 33, 37, 29, 17, 24, 6, 40, 17, 6, 9, 5, 38, 2, 28, 17, 27, 28, 31, 11, 4, 40]","[24, 25, 36, 31, 11, 28, 17, 24, 6, 29, 34, 5, 22, 17, 41, 36, 41, 34, 24, 25, 39, 3, 9, 36, 24, 6, 29, 34, 3, 28, 22, 41, 30, 17, 23, 28, 37, 29, 17, 24, 25, 34, 17, 6, 9, 5, 16, 2, 28, 17, 27, 28, 31, 11, 36, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
L2_arctic_WAV/YDCK_arctic_a0143,"[3, 14, 6, 24, 41, 17, 22, 8, 33, 23, 3, 36, 2, 30, 24, 25, 6, 27, 34, 27, 28, 19, 6, 29, 17]","[3, 14, 6, 24, 41, 17, 22, 8, 23, 3, 36, 2, 30, 24, 25, 6, 27, 34, 27, 28, 19, 6, 29, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/YDCK_arctic_a0144,"[16, 12, 36, 4, 5, 33, 39, 2, 40, 34, 12, 29, 10, 6, 7, 25, 38, 6, 30, 29, 8, 33, 34, 36, 3, 33, 36, 28, 6, 7, 4, 2, 30, 4, 6, 34, 33, 25, 40, 5, 29, 16, 28, 2, 30, 34]","[16, 12, 36, 17, 5, 33, 39, 2, 34, 34, 12, 29, 10, 6, 7, 25, 16, 6, 30, 29, 8, 33, 34, 36, 3, 28, 6, 7, 17, 2, 30, 24, 6, 34, 33, 25, 40, 5, 29, 16, 28, 28, 2, 30, 34]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0145,"[14, 6, 24, 41, 38, 36, 6, 16, 25, 27, 5, 33, 22, 2, 28, 12, 38, 4, 5, 29, 41, 40, 4, 19, 6, 36, 5, 33, 38, 5, 33, 25, 25, 40, 2, 28, 25]","[14, 6, 24, 41, 16, 36, 6, 16, 25, 27, 5, 22, 2, 28, 12, 38, 17, 41, 29, 41, 34, 17, 19, 6, 36, 6, 33, 38, 5, 33, 25, 25, 34, 2, 28, 25]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
L2_arctic_WAV/YDCK_arctic_a0148,"[30, 14, 11, 4, 25, 40, 10, 6, 7, 40, 24, 41, 17, 16, 6, 30, 34, 36, 33, 12, 27, 17, 5, 17, 39, 6, 4, 6, 30, 24, 6, 29]","[30, 14, 11, 17, 25, 40, 10, 6, 7, 34, 24, 41, 17, 16, 6, 30, 34, 36, 12, 27, 17, 41, 17, 39, 6, 17, 6, 30, 24, 25, 29]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
L2_arctic_WAV/YDCK_arctic_a0168,"[2, 28, 31, 11, 16, 11, 9, 24, 39, 6, 32, 36, 24, 6, 29, 6, 30, 4, 2, 22, 19, 6, 34, 41, 30, 17, 28, 5, 22, 36, 30, 31, 11, 34, 36, 6, 7]","[2, 28, 31, 11, 16, 37, 9, 24, 39, 6, 32, 36, 24, 6, 29, 6, 30, 17, 2, 22, 19, 6, 34, 41, 30, 17, 28, 5, 22, 36, 30, 31, 11, 34, 36, 25, 7]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
L2_arctic_WAV/YDCK_arctic_a0178,"[5, 38, 33, 25, 16, 31, 11, 30, 6, 30, 24, 1, 19, 6, 18, 17, 16, 3, 17, 25, 34, 25, 29, 17, 16, 33, 31, 11, 27, 2, 30, 8, 33, 17, 6, 34, 28, 31, 11, 27, 19, 6, 36, 6, 17]","[5, 38, 33, 25, 16, 31, 11, 30, 6, 30, 24, 1, 19, 6, 18, 17, 16, 3, 17, 25, 34, 6, 29, 17, 16, 33, 31, 11, 27, 2, 30, 8, 33, 17, 6, 34, 28, 31, 11, 27, 19, 6, 36, 6, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0003,"[22, 8, 33, 4, 2, 36, 39, 5, 30, 36, 25, 6, 10, 36, 14, 6, 29, 4, 41, 36, 25, 38, 30, 6, 7, 4, 2, 36, 37, 29, 5, 30, 9, 11, 27, 24, 41, 30, 40]","[22, 8, 33, 4, 2, 36, 39, 5, 30, 36, 25, 36, 14, 6, 29, 4, 41, 36, 25, 38, 6, 30, 6, 7, 4, 2, 36, 37, 29, 5, 30, 9, 11, 24, 24, 41, 30, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
L2_arctic_WAV/EBVS_arctic_a0005,"[39, 6, 28, 39, 25, 5, 38, 1, 22, 8, 33, 23, 5, 36, 6, 36]","[39, 6, 28, 39, 25, 5, 38, 1, 22, 8, 33, 23, 5, 36, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/EBVS_arctic_a0006,"[23, 3, 17, 16, 28, 5, 34, 14, 6, 24, 31, 11, 32, 14, 6, 28, 23, 31, 11, 8, 30, 34, 25, 6, 7, 4, 5, 29, 22, 1, 5, 38, 1]","[23, 12, 17, 16, 28, 5, 34, 5, 29, 14, 6, 24, 8, 14, 6, 28, 23, 31, 11, 8, 30, 34, 25, 6, 7, 4, 5, 30, 22, 1, 5, 38, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0007,"[41, 30, 17, 26, 37, 8, 28, 39, 25, 40, 39, 3, 30, 36, 36, 2, 34, 25, 6, 36, 6, 30, 4, 2, 34, 11, 32, 1, 28, 2, 36, 6, 38, 17, 6, 23, 33, 25]","[41, 30, 17, 18, 37, 8, 28, 39, 25, 34, 39, 3, 30, 36, 2, 34, 25, 6, 36, 6, 30, 4, 2, 34, 11, 32, 1, 28, 41, 36, 6, 22, 17, 26, 11, 23, 33, 25]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0008,"[23, 41, 17, 26, 11, 33, 28, 5, 36, 1, 27, 19, 6, 29, 18, 12, 34, 36, 6, 30, 36, 14, 6, 29]","[23, 3, 17, 26, 11, 33, 28, 5, 4, 1, 27, 12, 29, 26, 12, 34, 6, 30, 36, 14, 6, 29]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0010,"[14, 6, 29, 32, 28, 19, 6, 6, 7, 2, 34, 6, 7, 23, 2, 28, 24, 41, 30, 17, 6, 30, 39, 12, 36, 28, 11, 27, 34, 28, 14, 6, 27, 2, 28, 37, 40, 6, 7, 23, 19, 6, 29]","[3, 29, 32, 28, 19, 6, 6, 7, 2, 34, 6, 7, 23, 2, 28, 24, 3, 30, 17, 6, 30, 39, 12, 36, 28, 11, 27, 34, 28, 14, 6, 27, 2, 28, 37, 34, 6, 7, 23, 19, 6, 29]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0011,"[6, 22, 14, 6, 5, 38, 1, 30, 25, 17, 6, 17, 2, 22, 14, 6, 36, 1, 6, 30, 29, 14, 6, 28, 14, 6, 22, 14, 6, 30, 25, 17, 39, 12, 30, 30, 14, 11]","[6, 22, 14, 6, 5, 38, 1, 30, 25, 17, 6, 17, 2, 22, 14, 6, 36, 1, 6, 29, 29, 14, 6, 28, 14, 6, 22, 14, 6, 30, 25, 17, 2, 17, 39, 12, 30, 30, 14, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0013,"[24, 25, 39, 12, 40, 2, 24, 5, 17, 9, 8, 33, 36, 1, 4, 41, 30, 24, 6, 40, 27, 2, 29, 32, 41, 30, 26, 2, 30, 12, 38, 8, 28, 29, 31, 11, 34, 36, 17, 5, 28, 2, 27, 2, 36, 22, 2, 40, 25, 27]","[24, 25, 39, 12, 10, 2, 24, 6, 36, 9, 8, 33, 36, 1, 4, 41, 30, 24, 6, 34, 27, 8, 29, 32, 41, 30, 26, 8, 8, 22, 8, 28, 29, 8, 34, 17, 5, 28, 2, 27, 19, 6, 36, 22, 6, 34, 6, 27]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
L2_arctic_WAV/EBVS_arctic_a0018,"[4, 5, 33, 39, 12, 40, 2, 35, 19, 6, 30, 18, 30, 14, 11]","[4, 5, 33, 39, 12, 34, 2, 35, 5, 30, 30, 14, 11]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0019,"[14, 6, 22, 3, 28, 31, 11, 17, 4, 2, 28, 14, 6, 30, 12, 38, 4, 2, 32, 33, 2, 32, 31, 11, 40, 17, 33, 19, 6, 28, 33, 31, 11, 17, 28, 11, 27, 6, 7, 22, 8, 33, 35, 41, 30, 34, 2, 40]","[14, 6, 22, 8, 28, 31, 11, 17, 4, 2, 28, 14, 6, 30, 12, 22, 4, 2, 32, 33, 2, 32, 8, 34, 2, 17, 33, 19, 6, 33, 8, 17, 28, 11, 27, 6, 7, 22, 8, 33, 35, 41, 30, 34]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
L2_arctic_WAV/EBVS_arctic_a0020,"[27, 28, 12, 16, 40, 2, 30, 17, 16, 8, 28, 40, 2, 30, 17, 34, 6, 36, 25, 40, 23, 33, 37, 36, 37, 16, 25, 31, 11, 30, 28, 25, 29, 5, 29, 1, 25, 40]","[27, 28, 12, 32, 34, 2, 30, 16, 8, 28, 34, 2, 29, 17, 34, 6, 36, 25, 34, 23, 33, 37, 36, 37, 16, 25, 8, 30, 28, 25, 29, 5, 29, 1, 25, 34]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/EBVS_arctic_a0021,"[6, 36, 22, 5, 33, 28, 25, 27, 28, 12, 16, 17, 29, 25, 6, 30, 36, 37, 33, 5, 27, 2, 23, 30, 14, 6, 40, 6, 7, 6, 36]","[6, 36, 22, 1, 33, 28, 25, 27, 28, 12, 16, 2, 17, 29, 25, 6, 30, 36, 37, 33, 5, 27, 2, 30, 14, 6, 34, 6, 36]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0022,"[24, 3, 33, 17, 28, 25, 39, 1, 14, 11, 33, 32, 28, 41, 30, 40, 29, 19, 6, 17, 32, 12, 16, 28, 6, 27, 16, 25, 22, 8, 33, 39, 25, 39, 1, 29, 5, 36, 16, 14, 6, 32, 14, 11, 1, 22, 2, 28, 3, 32, 2, 40, 6, 9, 2, 30]","[24, 3, 33, 28, 25, 39, 1, 14, 11, 33, 32, 28, 3, 30, 34, 29, 5, 17, 32, 12, 38, 28, 6, 27, 16, 25, 22, 8, 33, 39, 25, 39, 1, 29, 5, 36, 16, 14, 6, 32, 31, 11, 1, 22, 2, 28, 8, 32, 2, 34, 6, 9, 2, 30]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0023,"[2, 27, 3, 29, 16, 2, 30, 19, 6, 9, 2, 30, 12, 38, 27, 41, 32, 6, 36, 2, 28, 27, 39, 6, 27, 28, 25, 8, 33, 23, 2, 30, 14, 6, 40, 17, 2, 30, 17, 32, 2, 36, 6, 9, 2, 30, 17, 22, 8, 33, 4, 2, 34, 19, 6, 29, 32, 33, 6, 38, 6, 28, 2, 18, 2, 40]","[2, 27, 8, 29, 16, 2, 30, 19, 6, 9, 2, 30, 12, 22, 27, 3, 32, 6, 36, 2, 28, 27, 39, 6, 27, 28, 25, 8, 33, 23, 2, 30, 14, 6, 34, 6, 17, 2, 29, 32, 2, 36, 6, 9, 2, 30, 2, 22, 8, 33, 4, 2, 34, 19, 6, 29, 32, 33, 6, 38, 6, 28, 2, 35, 2, 34]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
L2_arctic_WAV/EBVS_arctic_a0024,"[6, 36, 39, 12, 40, 29, 14, 6, 33, 6, 32, 8, 33, 36, 34, 22, 33, 12, 29, 4, 2, 30, 8, 33, 10, 39, 6, 35, 35, 25, 22, 28, 25, 6, 30, 17, 37, 34, 36, 32, 25, 32, 2, 28, 36, 2, 16, 14, 6]","[6, 36, 39, 12, 34, 29, 14, 6, 33, 6, 32, 8, 33, 22, 33, 12, 30, 4, 2, 30, 8, 33, 36, 39, 6, 35, 35, 25, 22, 28, 25, 6, 30, 17, 26, 37, 34, 32, 25, 32, 2, 28, 36, 2, 38, 14, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
L2_arctic_WAV/EBVS_arctic_a0025,"[14, 6, 39, 8, 40, 2, 16, 14, 11, 36, 36, 2, 17, 37, 4, 6, 34, 39, 5, 30, 27, 37, 28, 1, 18, 12, 18, 29, 2, 30, 36, 32, 33, 6, 38, 19, 6, 28, 17]","[14, 6, 39, 8, 34, 2, 38, 14, 11, 36, 2, 17, 37, 4, 6, 34, 39, 5, 30, 4, 2, 27, 37, 28, 1, 35, 12, 21, 29, 2, 30, 36, 32, 33, 6, 38, 14, 6, 28, 17]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
