Path,Canonical,Transcript
L2_arctic_WAV/YDCK_arctic_a0116,w V z I t_h D V r/ A n d I v u V v D o U z h u w 3` s t_h r/ a I v I N t_h u w 3` k_h h I z r/ u I n,w V z I t_h d V r/ A n d I v u V v d o U z h u w 3` s t_h r/ a I v i N t_h u w 3` k_h h i s r/ u i n
L2_arctic_WAV/YDCK_arctic_a0117,S i { d I d w I D dZ E n j u w I n s I m p_h @ T i I n h 3` f e I s @ n d v O I s,S i { d I d w I d dZ E n j u w i n T I m p_h @ T i I n h @ f e I s @ n d v O I s
L2_arctic_WAV/YDCK_arctic_a0120,m a I r/ a I t_h f U t_h f i l z l a I k_h D { t_h V v @ tS a I n i z d E b j @ t_h A n t_h,m a I r/ a I t_h f u t_h f i l z l a I k_h d { t_h V v @ tS a I n i s d E b j @ t_h A n t_h
L2_arctic_WAV/YDCK_arctic_a0121,D e I e I t_h d I n 3` { t_h D @ f I f T { n d r/ E s t_h I d f O r/ t_h u a U r/ z,d e I e I t_h d i n 3` { t_h D @ f i f T { n d r/ E s t_h I d f err r/ t_h u a U r/ s
L2_arctic_WAV/YDCK_arctic_a0122,t_h u j I r/ z @ g o U a I g e I v V p_h s I v @ l I z e I S @ n f r/ 3` D I s,t_h u j I r/ z @ g o U a I g e I b V p_h s I v @ l I dZ e I S @ n f r/ 3` d I s
L2_arctic_WAV/YDCK_arctic_a0123,S i h { d d a I d f 3` m k_h o U l d @ n d s t_h A r/ v e I S @ n,S i h { d d a I d f 3` m k_h o U l d @ n d s t_h A r/ v e I S @ n
L2_arctic_WAV/YDCK_arctic_a0125,h i w V z d I t_h 3` m @ n d n a U t_h u m e I n t_h e I n @ m O r/ s 3` t_h @ n h o U l d @ p_h A n h I m s E l f,h i w V z d I t_h 3` m @ n d n a U t_h u m e I n t_h e I n @ m O r/ s 3` t_h @ n h o U l d @ p_h A n h I m s A l f
L2_arctic_WAV/YDCK_arctic_a0126,i tS d e I S i b i k_h e I m @ m O r/ v a I t_h @ l p_h A r/ t_h V v h I m,I tS d e I S i b i k_h e I m @ m O r/ v a I t_h @ l p_h A r/ t_h V v h I m
L2_arctic_WAV/YDCK_arctic_a0127,I t_h w V z @ t_h E m t_h e I S @ n b V t_h h i r/ i z I s t_h I d I t_h,I t_h w V s @ t_h E m t_h e I S @ n b V t_h h i r/ i dZ I s t_h I d I t_h
L2_arctic_WAV/YDCK_arctic_a0128,D I s w V n h o U p_h w V z d I s t_h r/ O I d { z k_h w I k_h l i { z I t_h w V z b O r/ n,d i s w V n h o U p_h w V s d I s t_h r/ O I d { s k_h w i k_h l i { z I t_h w V s b O r/ n
L2_arctic_WAV/YDCK_arctic_a0129,h 3` f e I s w V z @ g E n s t_h h I z b r/ E s t_h,h 3` f e I s w V z @ g E n s i h I s b r/ { s t_h
L2_arctic_WAV/YDCK_arctic_a0130,S i w V z h I z n a U f 3` E v 3`,S i w V z h I s n a U f 3` E v 3`
L2_arctic_WAV/YDCK_arctic_a0131,p_h r/ A v @ d @ n s h { d d I l I v 3` d h I m T r/ u D V m e I l s t_h r/ @ m,p_h r/ A b @ d @ n s h { d d I l I v 3` h i m T r/ u d V m e I l s t_h O r/ m
L2_arctic_WAV/YDCK_arctic_a0134,h i o U b e I d D @ p_h r/ E S 3` V v h 3` h { n d,h i o U b e I d D @ p_h r/ E S 3` V v h 3` h { n t_h
L2_arctic_WAV/YDCK_arctic_a0136,@ b a U t_h h I m E v r/ i w E r/ w 3` D i E v @ d @ n s @ z V v l V g Z @ r/ i { n d V v e I dZ,@ b a U t_h h I m E v r/ i w E r/ w 3` d i { v @ d @ n s @ s V v l V g dZ u @ r/ i { n d V v e I tS
L2_arctic_WAV/YDCK_arctic_a0137,D E n h i s t_h E p_h t_h b { k_h w I D @ l o U k_h r/ a I V v p_h l E Z 3`,d E n h i s t_h { p_h t_h b { k_h w I d @ l o U k_h r/ a I V v p_h l { Z 3`
L2_arctic_WAV/YDCK_arctic_a0139,h i t_h o U l d h I m s E l f D { t_h { z h i w A S t_h h I m s E l f { n d g r/ u m d h I z d I S E v @ l d k_h l o U D z,h i t_h o U l d h I m s E f d { t_h { s h i w A S t_h h I m s A l f { n d g l u m d h i s d I S E b @ l d k_h l o U t_h s
L2_arctic_WAV/YDCK_arctic_a0143,A a I h { d f O r/ g A t_h @ n h i I k_h s k_h l e I m d,A a I h { d f O g A t_h @ n h i I k_h s k_h l e I m t_h
L2_arctic_WAV/YDCK_arctic_a0144,b V t_h D E r/ w @ z s V m T I N i v I n m O r/ s t_h A r/ t_h l I N D @ n D I s r/ i z E m b l @ n s,b V t_h d E r/ w @ s s V m T I N i b I n m O r/ s t_h A l I N d @ n h I s r/ i z E m b l l @ n s
L2_arctic_WAV/YDCK_arctic_a0145,a I h { v t_h I b i k_h E r/ f @ l V v D E m { z D e I t_h E r/ v E r/ i i z @ l i,a I h { b t_h I b i k_h E f @ l V v d { m { s d e I t_h I r/ v E r/ i i s @ l i
L2_arctic_WAV/YDCK_arctic_a0148,n a U D i z T I N z h { d b I n s t_h r/ V k_h d E d w I D I n h I m,n a U d i z T I N s h { d b I n s t_h V k_h d { d w I d I n h i m
L2_arctic_WAV/YDCK_arctic_a0168,@ l o U b U S h w I p_h t_h h I m I n D @ f e I s { n d l E f t_h n o U s t_h I N,@ l o U b u S h w I p_h t_h h I m I n d @ f e I s { n d l E f t_h n o U s t_h i N
L2_arctic_WAV/YDCK_arctic_a0178,E v r/ i b o U n I n h 3` e I dZ d b A d i s i m d b r/ o U k_h @ n O r/ d I s l o U k_h e I t_h I d,E v r/ i b o U n I n h 3` e I dZ d b A d i s I m d b r/ o U k_h @ n O r/ d I s l o U k_h e I t_h I d
L2_arctic_WAV/EBVS_arctic_a0003,f O r/ D @ t_h w E n t_h i I T t_h a I m D { t_h i v n I N D @ t_h u m E n S U k_h h { n z,f O r/ D @ t_h w E n t_h i t_h a I m D { t_h i v I n I N D @ t_h u m E n S U h h { n err
L2_arctic_WAV/EBVS_arctic_a0005,w I l w i E v 3` f O r/ g E t_h I t_h,w I l w i E v 3` f O r/ g E t_h I
L2_arctic_WAV/EBVS_arctic_a0006,g A d b l E s a I h o U p_h a I l g o U O n s i I N D E m f 3` E v 3`,g V d b l E s E m a I h O a I l g o U O n s i I N D E n f 3` E v 3`
L2_arctic_WAV/EBVS_arctic_a0007,{ n d j u O l w i z w A n t_h t_h @ s i I t_h I n D @ s U p_h 3` l @ t_h I v d I g r/ i,{ n d dZ u O l w i s w A n t_h @ s i I t_h I n D @ s U p_h 3` l { t_h I f d j U g r/ i
L2_arctic_WAV/EBVS_arctic_a0008,g { d j U r/ l E t_h 3` k_h e I m dZ V s t_h I n t_h a I m,g A d j U r/ l E D 3` k_h V m j V s I n t_h a I m
L2_arctic_WAV/EBVS_arctic_a0010,a I m p_h l e I I N @ s I N g @ l h { n d I n w V t_h l U k_h s l a I k_h @ l u z I N g e I m,A m p_h l e I I N @ s I N g @ l h A n d I n w V t_h l U k_h s l a I k_h @ l u s I N g e I m
L2_arctic_WAV/EBVS_arctic_a0011,I f a I E v 3` n i d I d @ f a I t_h 3` I n m a I l a I f a I n i d w V n n a U,I f a I E v 3` n i d I d @ f a I t_h 3` I m m a I l a I f a I n i d @ d w V n n a U
L2_arctic_WAV/EBVS_arctic_a0013,h i w V z @ h E d S O r/ t_h 3` D { n h I z k_h @ m p_h { n j @ n V v O l m o U s t_h d E l @ k_h @ t_h f @ z i k_h,h i w V T @ h I t_h S O r/ t_h 3` D { n h I s k_h O m p_h { n j O O f O l m O s d E l @ k_h e I t_h f I s I k_h
L2_arctic_WAV/EBVS_arctic_a0018,D E r/ w V z @ tS e I n dZ n a U,D E r/ w V s @ tS E n n a U
L2_arctic_WAV/EBVS_arctic_a0019,a I f A l o U d D @ l a I n V v D @ p_h r/ @ p_h o U z d r/ e I l r/ o U d l U k_h I N f O r/ tS { n s @ z,a I f O l o U d D @ l a I n V f D @ p_h r/ @ p_h O s @ d r/ e I r/ O d l U k_h I N f O r/ tS { n s
L2_arctic_WAV/EBVS_arctic_a0020,k_h l V b z @ n d b O l z @ n d s I t_h i z g r/ u t_h u b i o U n l i m E m 3` i z,k_h l V p_h s @ n b O l s @ m d s I t_h i s g r/ u t_h u b i O n l i m E m 3` i s
L2_arctic_WAV/EBVS_arctic_a0021,I t_h f E r/ l i k_h l V b d m i I n t_h u r/ E k_h @ g n a I z I N I t_h,I t_h f 3` r/ l i k_h l V b @ d m i I n t_h u r/ E k_h @ n a I s I t_h
L2_arctic_WAV/EBVS_arctic_a0022,h A r/ d l i w 3` a U r/ p_h l { n z m e I d p_h V b l I k_h b i f O r/ w i w 3` m E t_h b a I p_h a U 3` f @ l A p_h @ z I S @ n,h A r/ l i w 3` a U r/ p_h l A n s m E d p_h V v l I k_h b i f O r/ w i w 3` m E t_h b a I p_h o U 3` f @ l O p_h @ s I S @ n
L2_arctic_WAV/EBVS_arctic_a0023,@ k_h A m b @ n e I S @ n V v k_h { p_h I t_h @ l k_h w I k_h l i O r/ g @ n a I z d @ n d p_h @ t_h I S @ n d f O r/ D @ s e I m p_h r/ I v I l @ dZ @ z,@ k_h O m b @ n e I S @ n V f k_h A p_h I t_h @ l k_h w I k_h l i O r/ g @ n a I s I d @ m p_h @ t_h I S @ n @ f O r/ D @ s e I m p_h r/ I v I l @ tS @ s
L2_arctic_WAV/EBVS_arctic_a0024,I t_h w V z m a I r/ I p_h O r/ t_h s f r/ V m D @ n O r/ T w I tS tS i f l i I n d u s t_h p_h i p_h @ l t_h @ b a I,I t_h w V s m a I r/ I p_h O r/ f r/ V n D @ n O r/ t_h w I tS tS i f l i I n d j u s p_h i p_h @ l t_h @ v a I
L2_arctic_WAV/EBVS_arctic_a0025,a I w O z @ b a U t_h t_h @ d u D I s w E n k_h u l 3` dZ V dZ m @ n t_h p_h r/ I v e I l d,a I w O s @ v a U t_h @ d u D I s w E n D @ k_h u l 3` tS V err m @ n t_h p_h r/ I v a I l d
L2_arctic_WAV/EBVS_arctic_a0026,I t_h @ k_h 3` d t_h @ m i D { t_h D E r/ w U d h { v t_h @ b i { n @ k_h a U n t_h I N,I t_h @ k_h u r/ t_h @ m i d { d E r/ w I l h A f t_h @ v i { n @ k_h O n t_h I N
L2_arctic_WAV/EBVS_arctic_a0027,t_h @ m a I s 3` p_h r/ a I z h i b i g { n t_h @ S o U { k_h S @ l I n T u z i { z @ m I n m a I f e I v 3`,t_h @ m a I s 3` p_h r/ a I s h i b i g A n t_h @ S O { k_h t_h U @ l I n t_h u z j A n I n m a I f E v 3`
L2_arctic_WAV/EBVS_arctic_a0028,r/ A b 3` i b r/ a I b 3` i f r/ O d,r/ O b 3` i b r/ a I b 3` i f r/ a U d
L2_arctic_WAV/EBVS_arctic_a0029,D E r/ f O r/ s I z w 3` O r/ E d i m u v I N I n t_h @ D @ n O r/ T k_h V n t_h r/ i,d E r/ f O r/ s I s w 3` O r/ E D i m u v I N I n t_h @ D @ n O r/ k_h O n t_h r/ i
L2_arctic_WAV/EBVS_arctic_a0030,a I h { d f e I T I n D E m,a I h { T f e I t_h n E m
L2_arctic_WAV/EBVS_arctic_a0031,D e I w 3` T r/ i h V n d r/ @ d j A r/ d z @ p_h A r/ t_h,D e I w 3` t_h r/ i h V n d r/ @ d j A r/ s @ p_h A r/ t_h
L2_arctic_WAV/EBVS_arctic_a0032,s I n s D E n s V m m I s t_h I r/ i @ s f O r/ s h { z b I n f a I t_h I N V s { t_h E v r/ i s t_h E p_h,s E z d E n s V m m I s t_h I r/ i @ s f O r/ s h { z v I n f a I t_h I N V s { t_h E v r/ i s t_h E p_h
L2_arctic_WAV/EBVS_arctic_a0036,S i t_h 3` n d I n { t_h D i h o U t_h E l,S i t_h 3` n E d I n V h o U t_h E l
L2_arctic_WAV/EBVS_arctic_a0037,a I w A z D i o U n l i w V n h u r/ I m e I n d s I t_h I N,a I w A z D i O n l i w V n h u r/ I m a I n s I t_h I N
L2_arctic_WAV/EBVS_arctic_a0038,w I l h { v t_h @ w A tS a U 3` tS { n s @ z,w I l h { f t_h @ w A tS a U 3` tS { n s @ s
L2_arctic_WAV/EBVS_arctic_a0039,D @ S I p_h S U d b i I n w I D I n @ w i k_h 3` t_h E n d e I z,D @ S I p_h tS U d v i I n w I D I n @ w i k_h 3` t_h E n d e I s
L2_arctic_WAV/EBVS_arctic_a0040,a I s @ p_h o U z j u w V n d 3` w a I S i I z k_h V m I N V p_h h i r/,a I s @ p_h O s j u w O n d 3` w a I S i I s k_h V m I N V p_h h i r/
L2_arctic_WAV/EBVS_arctic_a0041,m i n w a I l a I l g o U a U t_h t_h @ b r/ i D @ s p_h E l,m i n g w a I l a I l g O a U t_h t_h U b r/ i D @ s p_h @ l
L2_arctic_WAV/EBVS_arctic_a0042,h a U k_h U d h i I k_h s p_h l e I n h I z p_h @ z E S @ n V v D @ s k_h E tS,h a U k_h U err h i I s p_h l e I n h I s p_h @ s I S @ n V v D @ s k_h E tS
L2_arctic_WAV/EBVS_arctic_a0045,h i m u v d @ w e I { z k_h w I k_h l i { z h i h { d k_h V m,h i m u v E d @ h w e I { s k_h w I k_h l i { s h i h { d k_h V m
L2_arctic_WAV/EBVS_arctic_a0046,D i g 3` l f e I s t_h h I m h 3` a I z S a I n I N w I D s V d @ n f I r/,D E err 3` f e I s @ t_h k_h I m h 3` a I s S a I n I N w I t_h s U d @ n f I r/
L2_arctic_WAV/EBVS_arctic_a0047,k_h l o U s b i s a I d h I m g l i m d D i w a I t_h f { N z V v D i w U l f d O g,k_h l O s b i s a I d h I m g l i m E d D E w a I t_h f { N T V v D E w U l f d O h
L2_arctic_WAV/EBVS_arctic_a0048,h i l U k_h t_h { t_h D @ h { N k_h 3` tS I f m O r/ k_h l o U s l i,h i l U k_h { t_h D @ n E h A N k_h 3` tS I f m O r/ k_h l O s l i
L2_arctic_WAV/EBVS_arctic_a0051,D @ l e I s w O z V v @ d E l @ k_h @ t_h a I v 3` i k_h O l 3` f e I n t_h l i t_h I n t_h I d w I T j E l o U,D @ l e I w O s O f @ d E l @ k_h e I t_h a I v 3` k_h O l 3` f e I n t_h l i t_h I n t_h I w I T j E l O
L2_arctic_WAV/EBVS_arctic_a0052,I t_h w V z @ k_h j U r/ i @ s k_h o U I n s I d @ n s,I D w V s @ k_h j U r/ @ s k_h O n s I d @ n
L2_arctic_WAV/EBVS_arctic_a0053,s V d @ n l i h I z f I N g 3` z k_h l o U z d t_h a I t_h l i o U v 3` D @ h { N k_h 3` tS I f,s V D @ n l i h I s f I N g 3` s k_h l O s 3` t_h a I t_h l i o U v 3` D @ h A N k_h 3` tS I f
L2_arctic_WAV/EBVS_arctic_a0054,D E r/ w O z n V T I N O n D @ r/ A k_h,D E r/ w O n V T I N O n D @ r/ O k_h
L2_arctic_WAV/EBVS_arctic_a0058,a I k_h e I m f O r/ I n f 3` m e I S @ n m O r/ a U t_h V v k_h j U r/ i A s @ t_h i D { n E n i T I N E l s,a I k_h e I m f O r/ I n f 3` m e I S @ n m O r/ a U t_h V f k_h U r/ i A s @ t_h i D { n E n i T I N E l T
L2_arctic_WAV/EBVS_arctic_a0059,h I z I m { k_h j u l I t_h @ p_h I r/ @ n s w V z g O n,h I s i m V k_h j U l e I t_h A p_h r/ I @ n s w V s g O n
L2_arctic_WAV/EBVS_arctic_a0060,E n i w e I n o U w V n s O h 3` l a I k_h D { t_h,E n i w e I n O w V n s o U h 3` l a I D { t_h
L2_arctic_WAV/EBVS_arctic_a0062,D @ m E n s t_h E r/ d I n t_h u i tS V D 3` z f e I s,d @ m E n s t_h E r/ E d I n t_h u i tS O D 3` s f e I s
L2_arctic_WAV/EBVS_arctic_a0063,j E s I t_h w V z @ m { n h u { s k_h t_h @ s t_h r/ e I n dZ 3`,dZ E s I w V s @ m { n h u { s k_h @ t_h @ s t_h r/ E n j 3`
L2_arctic_WAV/EBVS_arctic_a0064,D @ f O r/ T @ n d f I f T d e I z p_h { s t_h w I D a U t_h E n i d I v E l @ p_h m @ n t_h s,D @ f O r/ t_h @ n f I f t_h d e I s p_h { s @ d w I d a U t_h E n i d I v E l @ m @ n s
L2_arctic_WAV/EBVS_arctic_a0065,D e I k_h l o U z d n a U @ n t_h I l h I z f I N g 3` z w 3` l a I k_h k_h O r/ d z V v s t_h i l,D e I k_h l o U s @ n a U @ n t_h I l h I s f I N g 3` s w 3` l a I k_h O r/ s V f s t_h I l
L2_arctic_WAV/EBVS_arctic_a0067,S U r/ l i a I w I l I k_h s k_h j u z j u S i k_h r/ a I d,s U r/ l i a I w I l I s k_h j u z j u S i k_h r/ a I
L2_arctic_WAV/EBVS_arctic_a0071,w V t_h w A z D @ A b dZ E k_h t_h V v j O r/ l I t_h @ l s E n s e I S @ n,w V s w A s D @ O b dZ E k_h V v j O r/ l I t_h @ l s E n s e I S @
L2_arctic_WAV/EBVS_arctic_a0073,D @ p_h r/ @ m o U t_h 3` z a I z w 3` h E v i w I D l I t_h @ l p_h V f i b { g z V n d 3` D E m,D @ p_h r/ @ m O t_h 3` s a I s w 3` h E v i w I t_h l I D @ l p_h V f i b A k_h s V n d 3` D E m
L2_arctic_WAV/EBVS_arctic_a0075,D E r/ h { z b I n @ tS e I n dZ S i I n t_h 3` V p_h t_h I d h I m,d E r/ h { z b I n @ tS e I n dZ S i I n t_h 3` V p_h t_h I h I m
L2_arctic_WAV/EBVS_arctic_a0076,D @ g r/ e I a I z f A l t_h 3` d D @ f l V S d i p_h @ n d,d @ g r/ e I e I s f A l t_h 3` d D @ f l V S d i p_h @ n
L2_arctic_WAV/EBVS_arctic_a0077,I t_h I z D @ f a I 3` p_h A r/ t_h l i S i s E d,I t_h I z D @ f a I 3` p_h A r/ t_h l i S i s E
L2_arctic_WAV/EBVS_arctic_a0078,D E n @ n d { t_h s V p_h 3` h i t_h r/ a I d t_h @ f { D @ m h 3`,d E n { t_h @ s u b 3` h i t_h r/ a I d t_h @ f A d @ m err 3`
L2_arctic_WAV/EBVS_arctic_a0079,I t_h w V z @ l A r/ dZ k_h @ n u,I t_h w V s @ l A r/ tS k_h @ n u
L2_arctic_WAV/EBVS_arctic_a0081,h w V t_h I f S i d I d n A t_h k_h V m t_h @ D @ r/ A k_h,h w V t_h i f S i d i d n A t_h k_h V m t_h @ D @ r/ A k_h
L2_arctic_WAV/EBVS_arctic_a0082,h I z f e I s w V z s t_h r/ i m I N w I T b l V d,h I s f e I s w V s E s t_h r/ e I m I N w I t_h b l o U d
L2_arctic_WAV/EBVS_arctic_a0085,@ t_h r/ I k_h @ l V v f r/ E S b l V d r/ { n o U v 3` h I z f e I s,@ t_h r/ I err l i @ O f f r/ E S b l u d r/ A N o U v 3` err i s f e I s
L2_arctic_WAV/EBVS_arctic_a0086,d E T h { d k_h V m w I T t_h E r/ @ b @ l s V d @ n n @ s,d E t_h err A d k_h A m w I t_h t_h E r/ @ b @ l s A d @ n n @ s
L2_arctic_WAV/EBVS_arctic_a0088,h i m e I d S U r/ D { t_h D @ m { g @ z i n w V z l o U d @ d @ n d r/ I z u m d h I z p_h { d l I N,err i m e I d S U r/ D A t_h D @ m A g @ s i n w V s l o U d @ n d r/ I s u m h i s p_h { d l i N
L2_arctic_WAV/EBVS_arctic_a0089,D @ n a I t_h g l o U w O z t_h r/ E tS 3` @ s t_h @ S u t_h b a I,d @ n a I t_h l o U w O s t_h r/ e I tS 3` @ s t_h @ S O t_h b a I
L2_arctic_WAV/EBVS_arctic_a0090,D @ s I N I N v O I s @ p_h r/ o U tS t_h r/ { p_h @ d l i,d E s i N i N b O I s @ p_h r/ o U S t_h r/ A p_h @ l i
L2_arctic_WAV/EBVS_arctic_a0091,h I z b l V d g r/ u h A t_h w I T r/ e I dZ { t_h D @ T O t_h,h i z b l O d g r/ u h A t_h w i T r/ e I tS A t_h D @ t_h O t_h
L2_arctic_WAV/EBVS_arctic_a0092,h i w E n t_h d a U n I n m I d s t_h r/ i m s 3` tS I N D @ S { d o U z V v b o U T S O r/ z,h i w E n t_h d a U n t_h i n m i d s t_h r/ i m s 3` err tS i N d @ S { D o U s O f b o U s S a U r/ s
L2_arctic_WAV/EBVS_arctic_a0093,f O r/ @ f U l m I n @ t_h h i k_h r/ a U tS t_h @ n d l I s @ n d,f O r/ @ f U l m I n u t_h h i k_h r/ a U tS @ n d l i s @ n @ d
L2_arctic_WAV/EBVS_arctic_a0094,h i h { d b E r/ l i E n t_h 3` d D I s w E n h i s O h i D @ g l o U D @ g l o U V v @ f a I r/,h i h A d b A r/ l i E n t_h 3` l i w E N h i s O h i D @ b l o U D @ g l o U O f @ f a I r/
L2_arctic_WAV/EBVS_arctic_a0095,@ b I g k_h { n v @ s t_h E n t_h w O z D @ f 3` s t_h T I N t_h @ k_h V m w I T I n h I z v I Z @ n,@ b i err k_h A n v A s t_h E n t_h w O D E f i @ s t_h t_h i N t_h @ k_h A m w i t_h i n h i s v i S @ n
L2_arctic_WAV/EBVS_arctic_a0096,p_h 3` r/ h { p_h s S i h { d O r/ E d i m E t_h h 3` f e I t_h @ l I t_h @ l d i p_h 3` I n D @ f O r/ @ s t_h,p_h E err h A p_h s S i h A d O r/ E d i m i t_h h 3` f e I t_h @ l i t_h @ l d i p_h 3` i N D E f O r/ @ s
L2_arctic_WAV/EBVS_arctic_a0097,D E n j u k_h { n 3` e I n dZ j 3` s E l f k_h V m f 3` t_h @ b l i @ m V N D i z r/ o U b z I n D @ b o U,d E n j u k_h A n 3` e I n tS j 3` s E l f k_h O m f O r/ t_h A b l i @ m O N d i s r/ o U b s I n D @ b o U
L2_arctic_WAV/EBVS_arctic_a0098,S { l a I k_h { r/ i j u,S { l a I k_h A r/ i j u
L2_arctic_WAV/EBVS_arctic_a0099,@ m { d n I N dZ O I p_h a U n d I d I n h I z b r/ e I n,A m e I D i N j o U b O n t_h i N err i b r/ e I N
L2_arctic_WAV/EBVS_arctic_a0100,j u m V s t_h s l i p_h h i 3` dZ d,dZ u m A s t_h s l i p_h h i 3` tS
L2_arctic_WAV/EBVS_arctic_a0101,j u j u w U d n A t_h k_h i p_h D @ t_h r/ u T f 3` m m i,j u j u w U d n A t_h k_h i p_h d E t_h r/ u t_h f 3` m m i
L2_arctic_WAV/EBVS_arctic_a0102,h i w I l f A l o U V s s u n,h i w I l f O l o U err A s s u n
L2_arctic_WAV/EBVS_arctic_a0103,b V t_h D E r/ k_h e I m n o U p_h r/ A m @ s f 3` m D @ b o U V v D @ k_h @ n u,b V t_h d E r/ k_h A m n o U p_h r/ A m @ s f 3` m d @ b o U O v d @ k_h @ n u
L2_arctic_WAV/EBVS_arctic_a0104,S i w V z s l i p_h I N V n d 3` h I z p_h r/ @ t_h E k_h S @ n { z s w i t_h l i { z @ tS a I l d,S i w V s E z l i p_h i N V n d 3` h i s p_h r/ @ t_h e I k_h S @ N A s s w i t_h l i A s @ tS a I l
L2_arctic_WAV/EBVS_arctic_a0105,o U n l i I t_h I z s o U w V n d 3` f @ l s o U O l m o U s t_h I m p_h A s @ b @ l t_h @ b I l i v,O n l i i t_h i s s o U w O n d 3` f @ l s o U O l m o U s t_h I m p_h A s @ b @ l t_h @ b I l i f
L2_arctic_WAV/EBVS_arctic_a0106,D @ I m o U S @ n w I tS S i h { d s @ p_h r/ E s t_h b 3` s t_h f O r/ T n a U I n @ tS o U k_h I N s A b,d @ I m o U S @ N w i S S i h A d s @ p_h r/ E s I t_h b 3` T f O r/ T n a U i N @ tS O k_h i N s A b
L2_arctic_WAV/EBVS_arctic_a0107,I f j u o U n l i k_h U d n o U h a U a I T { N k_h j u,i v j u o U n l i g u t_h n o U h a U a I T { N k_h j u
L2_arctic_WAV/EBVS_arctic_a0108,h i w e I d I d I n t_h @ D @ E dZ V v D @ w O t_h 3` { n d b I g { n s k_h r/ V b I N h I m s E l f,h i w e I d I d I n t_h @ E S O f d E w O D 3` A N b I g { N E s k_h r/ A b i N h i s E l f
L2_arctic_WAV/EBVS_arctic_a0109,d u j u n o U D { t_h j u A r/ S e I k_h I N m a I k_h A n f @ d @ n s I n j u,d u j u n o U D { t_h j u A r/ S e I k_h i N m a I g A N f @ d @ n s I n dZ u
L2_arctic_WAV/EBVS_arctic_a0111,I n s t_h E d h i dZ O I n d h 3` { n d D e I e I t_h l a I k_h t_h u h { N g r/ i tS I l d r/ @ n,I n s t_h E t_h h i dZ O I n d err 3` A n D e I e I t_h l a I k_h t_h u h A n d r/ i tS i l d err @ n
L2_arctic_WAV/EBVS_arctic_a0112,h i w V z w u n d @ d I n D i A r/ m,h i w A s w u n d @ d i n d E A r/ m
L2_arctic_WAV/EBVS_arctic_a0113,a I s @ p_h o U z j u p_h I k_h t_h D { t_h l I N g o U V p_h @ m V N D i I n d i @ n z,a I s @ b o U z j u b I k_h t_h d A t_h l I N g o U V p_h t_h u @ m O N d i i n d i @ n s
L2_arctic_WAV/EBVS_arctic_a0115,h i h { d n o U I k_h s k_h j u z f O r/ D @ f i l I N z w I tS w 3` 3` a U z d I n h I m,h i h A d n o U I s s k_h j u s f O r/ D E f i l I N s w i tS w 3` 3` a U s h i N h i m
L2_arctic_WAV/EBVS_arctic_a0116,w O z I t_h D @ r/ A n d I v u V v D o U z h u w 3` s t_h r/ a I v I N t_h @ w 3` k_h h I z r/ u I n,w O t_h I z z @ r/ A n d I v u O f d o U s h u w 3` E s t_h r/ i v i N t_h @ w 3` k_h h i z r/ u i n
L2_arctic_WAV/EBVS_arctic_a0117,S i { d I d w I D dZ E n j u w a I n s I m p_h @ T i I n h 3` f e I s @ n d v O I s,S i { d I d w i d @ dZ u n i @ n s i m f @ t_h i i N h 3` f e I s @ m b O I s
L2_arctic_WAV/EBVS_arctic_a0120,m a I r/ a I t_h f U t_h f i l z l a I k_h D { t_h V v @ tS a I n i z d E b j @ t_h A n t_h,m a I r/ a I t_h f U s f i l s l a I k_h @ d A t_h O f @ tS a I n i z d E b j @ t_h A n t_h
L2_arctic_WAV/EBVS_arctic_a0121,D e I e I t_h d I n 3` r/ { t_h D @ f I f T { n d r/ E s t_h @ d f r/ 3` t_h u a U r/ z,d e I e I t_h d i n 3` err { t_h d @ f I f T A n r/ E s f r/ 3` t_h u a U r/ s
L2_arctic_WAV/EBVS_arctic_a0122,t_h u j I r/ z @ g o U a I g e I v V p_h s I v @ l I z e I S @ n f r/ 3` D I s,t_h u j I r/ s @ g o U a I g e I v V p_h s I v @ l I s e I S @ N f r/ 3` d I s
L2_arctic_WAV/EBVS_arctic_a0123,S i h { d d a I d f 3` m k_h o U l d { n d s t_h A r/ v e I S @ n,S i h A d d a I d f 3` m k_h O l d A N E s t_h A r/ v e I S @ n
L2_arctic_WAV/EBVS_arctic_a0125,h i w V z d I t_h 3` m @ n d n a U t_h @ m e I n t_h e I n @ m O r/ s 3` t_h @ n h o U l d @ p_h A n h I m s E l f,h i w V z t_h 3` m @ n d n a U t_h @ m @ n t_h e I N @ m O r/ s 3` t_h e I n err o U l d @ p_h @ n h i n s E l f
L2_arctic_WAV/EBVS_arctic_a0126,i tS d e I S i b I k_h e I m @ m O r/ v a I t_h @ l p_h A r/ t_h V v h I m,i tS d e I S i b I k_h A m @ m O r/ v a I t_h @ l p_h A r/ t_h V v h i m
L2_arctic_WAV/EBVS_arctic_a0127,I t_h w V z @ t_h E m t_h e I S @ n b V t_h h i r/ I z I s t_h I d I t_h,i t_h w V s @ t_h E m t_h e I S @ n b V t_h h i r/ I s I s t_h I d I t_h
L2_arctic_WAV/EBVS_arctic_a0128,D I s w V n h o U p_h w V z d I s t_h r/ O I d { z k_h w I k_h l i { z I t_h w V z b O r/ n,d i s w V N err o U p_h w V s t_h r/ O I D A s k_h w I k_h l i A s I t_h w V z b O r/ N
