Unnamed: 0,Path,Canonical,Transcript,Error,Error_GT
1461,L2_arctic_WAV/SKA_arctic_b0158,"[9, 49, 14, 37, 60, 58, 9, 50, 24, 10, 28, 24, 10, 37, 64, 28, 36, 24, 63, 63, 8, 37, 60, 37, 49, 24, 55, 67, 7, 17, 50, 68, 70]","[9, 49, 14, 37, 60, 58, 9, 50, 24, 10, 28, 24, 30, 37, 64, 28, 36, 24, 63, 63, 8, 37, 52, 37, 49, 24, 55, 67, 7, 67, 17, 50, 68, 70]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1462,L2_arctic_WAV/SKA_arctic_b0307,"[36, 49, 59, 17, 3, 54, 29, 6, 39, 52, 69, 3, 8, 37, 8, 30, 70, 64, 55, 58, 54, 50, 6, 3, 46, 64, 55, 58, 37, 49, 28, 60, 68, 54, 24, 9, 49, 3, 7, 70]","[36, 49, 59, 40, 3, 54, 29, 6, 39, 52, 26, 3, 8, 37, 8, 30, 70, 64, 55, 58, 54, 50, 6, 3, 46, 64, 55, 58, 37, 49, 28, 52, 68, 54, 24, 9, 49, 3, 7, 70]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1463,L2_arctic_WAV/SKA_arctic_b0310,"[8, 30, 24, 3, 8, 30, 3, 50, 49, 3, 68, 8, 55, 3, 68, 8, 46, 17, 26, 36, 24, 22, 46, 8, 68, 67, 52, 30, 48, 54, 50, 8, 68, 63, 8, 58, 40, 28, 3, 7]","[8, 30, 24, 3, 8, 30, 3, 66, 49, 3, 68, 8, 55, 3, 68, 8, 46, 17, 26, 36, 24, 46, 46, 8, 68, 67, 52, 30, 48, 54, 66, 8, 68, 63, 8, 58, 40, 28, 3, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1464,L2_arctic_WAV/SKA_arctic_b0324,"[55, 17, 3, 3, 24, 30, 63, 8, 3, 36, 52, 55, 3, 49, 8, 22, 8, 39, 68, 60, 58, 24, 58, 63, 8, 50, 24, 39, 7, 37, 50, 60, 28]","[55, 17, 6, 3, 24, 30, 63, 8, 3, 36, 52, 55, 3, 49, 46, 8, 54, 68, 60, 58, 24, 58, 63, 8, 66, 56, 39, 7, 37, 50, 60, 28]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
1465,L2_arctic_WAV/SKA_arctic_b0340,"[63, 49, 70, 28, 36, 24, 28, 30, 24, 3, 8, 30, 69, 57, 70, 8, 39, 67, 7, 70, 36, 7, 46, 40, 50, 46, 8, 70, 8, 39, 69, 57, 3, 6, 67, 24, 68]","[63, 49, 46, 28, 36, 24, 28, 30, 24, 3, 8, 30, 26, 57, 70, 8, 39, 67, 7, 70, 36, 7, 46, 40, 66, 46, 8, 39, 26, 57, 3, 6, 67, 24, 68]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1466,L2_arctic_WAV/SKA_arctic_b0348,"[36, 31, 58, 29, 6, 37, 49, 46, 64, 3, 8, 46, 54, 56, 58, 36, 24, 63, 63, 64, 3, 36, 8, 55, 67, 8, 55, 58, 50, 8, 58, 22, 48, 17, 50, 3, 8, 39, 68, 49]","[36, 31, 58, 69, 6, 37, 49, 46, 64, 3, 8, 46, 54, 56, 58, 36, 24, 70, 63, 64, 3, 36, 8, 55, 67, 8, 55, 58, 66, 8, 58, 46, 37, 17, 50, 3, 8, 39, 68, 49]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1467,L2_arctic_WAV/SKA_arctic_b0367,"[52, 55, 49, 64, 39, 50, 8, 69, 29, 8, 10, 54, 52, 30, 14, 28, 64, 55, 3, 49, 35, 67, 24, 68, 46, 52, 30, 54, 24, 55, 8, 36, 49, 28]","[52, 55, 49, 64, 39, 66, 8, 69, 29, 8, 10, 54, 30, 40, 28, 64, 55, 3, 49, 35, 67, 24, 68, 46, 52, 30, 54, 24, 55, 8, 36, 49, 28]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1468,L2_arctic_WAV/SKA_arctic_b0413,"[67, 49, 68, 60, 58, 24, 70, 56, 7, 3, 24, 24, 46, 28, 60, 48, 48, 60, 55, 40, 50, 3, 6, 52, 55, 69, 57, 48, 30, 52, 26, 7]","[67, 49, 68, 60, 58, 24, 46, 56, 7, 3, 31, 46, 28, 52, 48, 48, 52, 55, 40, 50, 3, 6, 52, 55, 26, 57, 48, 30, 52, 26, 7]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1469,L2_arctic_WAV/SKA_arctic_b0424,"[24, 3, 24, 70, 8, 39, 52, 50, 49, 3, 52, 55, 8, 37, 8, 30, 67, 56, 48, 17, 22, 8, 46, 8, 46, 8, 55, 58, 36, 24, 30, 37, 52, 50, 30, 31, 28, 24, 10, 24, 55, 3, 8]","[24, 3, 24, 70, 8, 39, 52, 66, 49, 3, 52, 55, 8, 37, 8, 30, 67, 56, 37, 40, 46, 8, 70, 8, 46, 8, 55, 58, 36, 24, 30, 37, 49, 50, 30, 31, 28, 24, 10, 59, 24, 55, 3, 8]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1470,L2_arctic_WAV/SKA_arctic_b0425,"[63, 52, 50, 36, 7, 40, 50, 8, 55, 69, 59, 50, 49, 55, 59, 14, 30, 58, 59, 50, 49, 55, 64, 55, 58, 8, 28, 17, 48, 7, 59, 50, 49, 55]","[58, 52, 66, 36, 7, 40, 50, 8, 55, 26, 59, 50, 49, 55, 59, 40, 30, 58, 59, 66, 49, 55, 64, 55, 58, 8, 28, 8, 37, 7, 59, 66, 49, 55]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
1471,L2_arctic_WAV/SKA_arctic_b0428,"[63, 8, 67, 24, 46, 3, 7, 49, 8, 39, 15, 7, 36, 52, 46, 3, 36, 7, 58, 54, 52, 50, 49, 10, 50, 60, 46, 24, 70, 50, 24, 3, 8, 55, 24, 55, 24, 3]","[70, 8, 67, 24, 46, 3, 66, 49, 8, 39, 15, 7, 36, 52, 46, 3, 36, 7, 58, 54, 52, 50, 49, 10, 59, 66, 52, 46, 24, 70, 50, 24, 58, 8, 55, 24, 55, 24, 3]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1472,L2_arctic_WAV/SKA_arctic_b0432,"[67, 49, 24, 70, 8, 28, 64, 55, 8, 58, 24, 3, 50, 56, 70, 24, 10, 54, 50, 8, 68, 63, 8, 46, 7, 54, 28, 30, 64, 46, 3, 8, 15, 50, 28, 30, 64, 46]","[67, 49, 24, 70, 8, 28, 64, 55, 8, 58, 24, 3, 66, 52, 70, 24, 10, 59, 54, 50, 8, 68, 70, 8, 46, 7, 54, 28, 30, 17, 46, 3, 31, 8, 17, 66, 28, 30, 17, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
1473,L2_arctic_WAV/SKA_arctic_b0433,"[36, 49, 17, 50, 28, 31, 28, 24, 10, 40, 55, 63, 8, 28, 14, 30, 46, 3, 14, 39, 64, 55, 58, 40, 55, 63, 8, 57, 30, 37, 7, 55, 7, 70]","[36, 49, 17, 50, 28, 31, 28, 24, 10, 40, 55, 70, 8, 28, 40, 30, 46, 3, 40, 39, 64, 55, 58, 40, 55, 63, 8, 57, 61, 37, 7, 55, 7, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
1474,L2_arctic_WAV/SKA_arctic_b0434,"[63, 8, 46, 3, 6, 7, 58, 67, 64, 70, 69, 8, 46, 3, 3, 52, 55, 58, 7, 58, 68, 49, 8, 50, 24, 46, 48, 52, 28, 3, 54, 8, 30, 37, 24, 3, 8, 39, 8, 58, 39, 56, 46]","[70, 8, 46, 3, 29, 6, 7, 58, 67, 64, 70, 69, 8, 46, 3, 3, 52, 55, 58, 7, 55, 7, 58, 68, 49, 8, 50, 52, 46, 48, 52, 28, 3, 39, 8, 30, 37, 24, 3, 8, 39, 8, 58, 39, 56, 46]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1475,L2_arctic_WAV/SKA_arctic_b0438,"[63, 60, 50, 64, 55, 63, 8, 28, 8, 55, 6, 24, 55, 64, 55, 58, 28, 30, 56, 68, 58, 63, 8, 67, 56, 7, 22, 37, 64, 10, 28]","[70, 49, 50, 17, 55, 63, 8, 28, 52, 55, 6, 24, 55, 64, 55, 58, 28, 30, 56, 68, 8, 58, 63, 8, 67, 56, 7, 46, 37, 64, 10, 28]","[0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1476,L2_arctic_WAV/SKA_arctic_b0444,"[67, 49, 58, 24, 58, 55, 17, 3, 55, 14, 67, 36, 8, 3, 36, 52, 55, 3, 40, 55, 24, 55, 63, 8, 68, 56, 55, 58, 70, 8, 39, 67, 24, 70, 46, 6, 48, 24, 50, 49, 7, 70]","[67, 49, 58, 24, 58, 55, 40, 55, 40, 67, 36, 8, 3, 36, 52, 55, 3, 40, 55, 24, 55, 63, 8, 68, 56, 55, 58, 8, 46, 8, 54, 67, 24, 70, 52, 46, 48, 52, 50, 49, 7, 46]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]"
1477,L2_arctic_WAV/SKA_arctic_b0452,"[63, 60, 46, 40, 49, 35, 8, 63, 7, 54, 40, 50, 63, 8, 54, 7, 46, 3, 3, 56, 68, 24, 55, 37, 17, 46, 3, 8, 55]","[63, 60, 46, 40, 49, 35, 8, 63, 7, 54, 40, 50, 70, 8, 54, 7, 46, 3, 56, 68, 24, 55, 37, 8, 46, 3, 8, 55]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1478,L2_arctic_WAV/SKA_arctic_b0455,"[67, 24, 70, 50, 49, 36, 40, 50, 58, 9, 31, 58, 67, 64, 39, 37, 24, 55, 48, 49, 46, 8, 55, 58, 50, 49, 48, 14, 70]","[67, 24, 70, 24, 50, 49, 36, 40, 50, 58, 9, 31, 58, 67, 64, 39, 37, 24, 55, 48, 49, 46, 8, 55, 58, 66, 49, 48, 40, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
1479,L2_arctic_WAV/SKA_arctic_b0461,"[37, 56, 39, 7, 35, 6, 8, 39, 63, 8, 3, 48, 15, 7, 36, 49, 9, 64, 30, 50, 49, 68, 60, 55, 24, 55, 48, 15, 7]","[37, 56, 39, 7, 35, 31, 8, 30, 40, 39, 70, 8, 3, 48, 15, 7, 36, 49, 9, 64, 30, 50, 49, 68, 52, 55, 24, 55, 48, 15, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1480,L2_arctic_WAV/SKA_arctic_b0469,"[39, 52, 50, 49, 54, 29, 6, 48, 49, 48, 8, 30, 55, 6, 8, 39, 63, 8, 52, 59, 70, 24, 46, 3, 8, 55, 46, 8, 39, 63, 24, 46, 30, 40]","[39, 52, 50, 49, 54, 29, 6, 48, 49, 48, 8, 30, 55, 40, 8, 39, 70, 52, 52, 59, 70, 24, 46, 3, 8, 55, 46, 8, 39, 58, 24, 46, 30, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
1481,L2_arctic_WAV/SKA_arctic_b0490,"[67, 36, 8, 3, 8, 55, 24, 28, 46, 56, 3, 24, 58, 36, 24, 46, 48, 7, 24, 10, 64, 55, 58, 28, 8, 55, 54, 7, 24, 10, 3, 31, 28, 48, 30, 60, 46]","[36, 8, 3, 8, 55, 24, 28, 46, 56, 3, 24, 10, 36, 24, 46, 48, 7, 24, 10, 64, 55, 58, 8, 28, 40, 55, 54, 52, 24, 10, 3, 31, 48, 30, 60, 46]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1482,L2_arctic_WAV/SKA_arctic_b0492,"[63, 8, 46, 67, 49, 3, 7, 55, 58, 63, 8, 3, 52, 55, 8, 3, 46, 64, 55, 58, 69, 17, 50, 59, 8, 55, 8, 39, 46, 56, 28, 17, 30, 8, 69, 49, 37, 64, 28, 40, 55, 68, 49]","[70, 8, 46, 67, 49, 3, 7, 55, 52, 70, 8, 3, 52, 55, 8, 3, 46, 64, 55, 69, 17, 50, 59, 8, 55, 8, 54, 46, 56, 28, 17, 30, 8, 26, 49, 37, 64, 28, 40, 55, 68, 49]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1483,L2_arctic_WAV/SKA_arctic_b0494,"[55, 52, 39, 7, 46, 14, 46, 3, 50, 60, 55, 69, 8, 48, 50, 17, 54, 8, 3, 28, 60, 68, 8, 48, 3, 6, 69, 7, 6, 46, 8, 30, 8, 68]","[55, 52, 39, 7, 46, 40, 46, 3, 66, 52, 55, 26, 8, 37, 50, 40, 54, 8, 3, 28, 52, 68, 8, 48, 3, 6, 26, 8, 66, 31, 46, 30, 8, 68]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]"
1484,L2_arctic_WAV/SKA_arctic_b0495,"[36, 49, 67, 6, 67, 64, 39, 52, 55, 58, 29, 31, 50, 58, 46, 14, 68, 8, 35, 9, 31, 50, 30, 49, 28, 64, 55, 52, 55, 58, 29, 31, 50, 8, 30, 24, 3, 8, 30, 68, 40, 50]","[36, 49, 67, 6, 67, 64, 39, 52, 55, 58, 29, 31, 66, 58, 46, 40, 68, 8, 35, 9, 31, 66, 30, 49, 28, 64, 55, 52, 55, 58, 29, 31, 66, 8, 30, 24, 3, 8, 30, 68, 40, 50]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1485,L2_arctic_WAV/SKA_arctic_b0503,"[63, 8, 46, 52, 55, 3, 46, 8, 39, 46, 3, 50, 60, 55, 69, 39, 52, 69, 8, 3, 60, 9, 8, 55, 37, 30, 6, 40, 54, 63, 8, 3, 50, 17, 48, 24, 28, 30, 64, 55, 58]","[70, 8, 46, 52, 55, 3, 46, 8, 39, 46, 3, 50, 52, 55, 26, 39, 52, 26, 8, 3, 52, 9, 8, 55, 37, 30, 40, 40, 54, 70, 8, 3, 66, 40, 37, 24, 28, 30, 64, 55, 58]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1486,L2_arctic_WAV/SKA_arctic_b0504,"[63, 8, 30, 56, 54, 63, 52, 50, 36, 40, 70, 67, 52, 30, 22, 54, 8, 30, 8, 55, 58, 64, 22, 30, 52, 3, 24, 28, 37, 8, 3, 3, 6, 69, 6, 39, 8, 55, 8, 30]","[63, 8, 30, 56, 54, 63, 52, 66, 36, 40, 70, 67, 52, 30, 22, 54, 8, 30, 8, 55, 58, 64, 22, 30, 52, 3, 24, 28, 37, 8, 3, 3, 6, 26, 6, 39, 8, 55, 8, 30]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1487,L2_arctic_WAV/SKA_arctic_b0506,"[24, 3, 36, 31, 58, 67, 52, 30, 48, 3, 24, 3, 56, 58, 68, 49, 8, 30, 40, 10, 8, 55, 3, 24, 30, 56, 59, 17, 3, 46, 3, 52, 58, 49, 52, 68, 48, 30, 57, 68, 8, 55, 3]","[24, 3, 36, 31, 58, 67, 52, 30, 37, 24, 3, 6, 3, 56, 58, 68, 49, 8, 30, 40, 10, 59, 8, 55, 3, 24, 30, 56, 59, 40, 3, 46, 3, 52, 61, 49, 17, 68, 37, 30, 57, 68, 52, 55, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1488,L2_arctic_WAV/SKA_arctic_b0518,"[37, 8, 3, 63, 52, 50, 36, 40, 70, 40, 30, 46, 14, 3, 40, 28, 8, 39, 36, 24, 35, 28, 50, 64, 54, 3, 24, 55, 63, 8, 39, 24, 30, 24, 69]","[37, 8, 58, 63, 52, 66, 36, 40, 70, 40, 30, 46, 40, 3, 40, 28, 8, 54, 36, 24, 35, 28, 50, 64, 54, 3, 24, 55, 63, 8, 39, 8, 30, 24, 35]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
1489,L2_arctic_WAV/SKA_arctic_b0534,"[56, 30, 3, 52, 30, 29, 6, 63, 8, 30, 56, 37, 50, 52, 50, 49, 8, 55, 46, 52, 58, 36, 24, 63, 8, 37, 50, 56, 3, 55, 24, 10, 54, 60, 46]","[56, 30, 3, 24, 30, 29, 6, 70, 8, 30, 56, 37, 66, 49, 8, 55, 46, 52, 58, 36, 24, 70, 8, 37, 66, 56, 3, 55, 24, 10, 59, 54, 52, 46]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
