,Path,Canonical,Transcript,Error
6849,test/dr5/mrrk0/si1918,ih t s er k l d hh er th ay z ih k s p l ao r ih ng w ih dh ih t s ay s iy t eh n t ih k l z,ih s er k l dh er th ay z ih s p l ao r ih ng w ih dh ih s ay s iy t eh n ih k l z,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
6850,train/dr1/mrso0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y uh r d aa r k s uw ih ng g r iy s iy w ao sh w ao dh er ao l y ih er,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6851,train/dr1/mrso0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy t uw k eh r iy ih n oy l iy r ae l ay k dh ae,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6852,train/dr1/mrso0/sx129,ae ng g ao r ah k ae t s aa r f er iy er dh ae n s ay ah m iy z,ae ng g uh r ah k ae s aa r f er iy er dh eh n s ay m iy z,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]"
6853,train/dr1/mrso0/sx309,dh ah p r uw f dh ae t y uw aa r s iy k ih ng ih z n aa t ah v ey l ih b l ih n b uh k s,dh ah p r uw f dh eh y uw er s iy k ih ng ih z n aa ah v ey l ah v l ih n b uh k s,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
6854,train/dr1/mrso0/sx39,b aa r b z g ow l d b r ey s l ih t w ah z ah g r ae jh uw ey sh ih n p r eh z n t,b aa r z g ow l p r ey s l ih w ah z ih g r ae jh uw ey sh n p r eh z ih n,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
6855,train/dr1/mrso0/sx219,n aa n p r aa f ah t ao r g ih n ih z ey sh ih n z hh ae v f r iy k w ah n t f ah n d r ey z er z,n aa n p r aa f ih ao r ih n ih z ey sh ih n z hh ae v f r iy k w ih n f ah n r ey z er z,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
6856,train/dr1/mrso0/sx399,dh ey ah s uw m n ow b er g l er w ih l eh v er eh n t er hh ih r,dh ey eh s uw m n ow b er g l er w l eh v er eh n t er hh ih er,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
6857,train/dr1/mrso0/si1206,ao l ah b aw t hh ih m s t uh d t uw m s t ow n z hh ih z ow n s eh n s ih t ih v g r ey t hh ae n d z hh ae d f ae sh ih n d,ao l ah b aw hh ih m s t uh t uw m s t ow n s hh ih z ow n s eh n s ih dh ih v g r ey hh ae n z hh eh d f ae sh n d,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]"
6858,train/dr1/mrso0/si1659,s ah m hh w ae r b er d z w er s w iy t l iy k ao l ih ng w er ae n s er d,s ah m w eh r b er d z w er s w iy l ih k aa l ih ng w er ae n s er,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
6859,train/dr1/mrso0/si2289,f ay n l iy hh iy ae s k t d uw y uw ah b jh eh k t t uw p eh t ih ng,f ay n l iy hh iy ae s t d ih y uw ah jh eh t uw p eh dh ih ng,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]"
6860,train/dr4/mrsp0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh uw hh ae jh er d aa r k s uw t ih n g r iy z iy w aa sh w ao dh er ao l y ih er,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6861,train/dr4/mrsp0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r iy ih n oy l iy r ae g l ay k dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
6862,train/dr4/mrsp0/sx196,hh aw d uw oy s t er z m ey k p er l z,hh aw dh uw oy s t er z m ey p er l s,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
6863,train/dr4/mrsp0/sx79,w ih l y uw p l iy z d ih s k r ay b dh ah ih d iy aa t ih k p r ih d ih k ah m ah n t,w iy y uw p l iy z ih s k r ay dh iy ih dh iy aa dh ih p r ih d ih k ih m ih n,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]"
6864,train/dr4/mrsp0/sx259,t ao r n ey d ow z ao f ah n d ih s t r oy ey k er z ah v f aa r m l ae n d,t ao r n ey dh ow z ao f ih n d ih s t r oy ey k er z ah v f aa r m l ae n d,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6865,train/dr4/mrsp0/sx439,dh ae t s t ih ng ih ng v ey p er w ah z k ao z d b ay k l ao r ay d v ey p er ah z ey sh ih n,dh ae t s t ih ng iy ng v ey p er w ih z k ao z b ay k l ao r ay v ey p r ih z ey sh ih n,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]"
6866,train/dr4/mrsp0/sx169,hh aw w uh d y uw ih v ae l y uw ey t dh ih s ae l jh ih b r ey ih k ih k s p r eh sh ih n,hh aw w uh jh uw iy v ae l y uw ey d ih s ae l jh er b r eh k ih k s p r eh sh ih n,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6867,train/dr4/mrsp0/si799,dh ae t b r ih ng z ih t s p er y ih r k ao s t d aw n m ay t iy l ow,dh eh b r ih ng z ih z p er y ih er k ao s d aw n m ay dh iy l ow,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
6868,train/dr4/mrsp0/si1429,w ih dh dh ah s p r ih ng r ey n z dh ah f l ow r ow z r ae p ah d l iy d uw t uw ih n f ih l t r ey sh ih n ih n ow p ah n s uw er z,w ih th dh ih s p r iy ng r ey n z dh ah f l ow r ow z r ae p ah l iy d uw t uw ih n f l t r ey sh ih n ih n ow p ih n s uw er z,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
6869,train/dr4/mrsp0/si2059,dh ey p l ey d k r ae k dh ah hh w ih p ah f y uw m ih n ih t s w ih dh aw t m ih s hh ae p,dh ey p l ey k r ae dh ah w ih p ah f y uw m ih n ih s w ih dh aw m ih s hh ae,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6870,train/dr3/mrtc0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae y er d ao r k s uw n g r iy s iy w uh sh w ao dh er ao l y ih er,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6871,train/dr3/mrtc0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k ih r iy ih n ah oy l iy r ae g l ay k dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
6872,train/dr3/mrtc0/sx378,ay jh ah s t s ao jh ih m n ih r dh ah n uw aa r k iy ah l aa jh ih k l m y uw z iy ah m,ay jh eh s ao jh ih m n ih er dh ah n uw ao r k iy l aa jh ih k l m y uw z iy ah m,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6873,train/dr3/mrtc0/sx108,hh ih z s k ae l p w ah z b l ih s t er d f r ah m t ih d ey z hh aa t s ah n,hh ih s k ae l p w ah z b l ih s t er f r m t ah d ey z hh aa s ah n,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
6874,train/dr3/mrtc0/sx288,b r ah sh f ay er z aa r k aa m ah n ih n dh ah d r ay ah n d er b r ah sh ah v n ah v ae d ah,b r ah sh f ay er z ah r k aa m ih n n dh ah d r ay ah n d er b r ah sh ah v n ah v ae dh ah,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
6875,train/dr3/mrtc0/sx18,ae l ah m ow n iy hh aa r m z ah d ah v ao r s t m ae n z w eh l th,ah l ah m ow n iy hh aa r m z ah d ah v ao r s m ae n z w eh l th,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
6876,train/dr3/mrtc0/sx198,n ao r w iy jh ih n s w eh t er z aa r m ey d ah v l ae m z w uh l,n ah w iy jh ih n s w eh dh er z er m ey dh ah v l ae m z w uh l,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6877,train/dr3/mrtc0/si828,d r ah g z k eh m ih k l n ey m d r ay d r uw m ah n b ae k t ih r iy ah,d r ah g z k eh m ih k l n ey m d r ay r uw m ih n b ae t er iy ah,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1]"
6878,train/dr3/mrtc0/si1458,ah d ah m eh s t ih k ao t ah m ae t ih k w ao sh er dh ae t w ih l g ih v ih k w ih v l ah n t r ih z ah l t s m ey b iy y uw z d,ah d ih m eh s t ih k ao dh ah m ae dh ih k w uh sh er dh ae w ih l g ih v ih iy k w uh v l ih n r iy z ah l t s m ey b iy y uw z d,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6879,train/dr3/mrtc0/si2088,hh iy d hh ae d n ow ay d iy ah hh aw ah n hh ae p iy hh ih z s w iy t p iy ch hh ae d b ih n,hh iy d hh ae n ow ay d iy ah hh aw ah n hh ae p iy hh ih s w iy p iy ch hh eh b eh n,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]"
6880,train/dr3/mrtj0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw ih n g r iy z iy w ao sh w ao dh er ao l y ih er,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6881,train/dr3/mrtj0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ih k eh r iy ah n oy l iy r ae g l ay dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
6882,train/dr3/mrtj0/sx322,ah l eh dh er hh ae n d b ae g w uh d b iy ah s uw t ah b l g ih f t,ah l eh dh er hh ae n b ae w ah b iy ah s uw dh ah b l g ih f t,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
6883,train/dr3/mrtj0/sx52,hh er k l ae s ih k l p er f ao r m ah n s g ey n d k r ih t ih k l ah k l ey m,hh er k l ae s ih k ah l p er f ao r m ih n s g ey n d k r ih dh ih k ah l ah k l ey m,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
6884,train/dr3/mrtj0/sx232,hh ih z f ey l y er t uw ow p ah n dh ah s t ao r b ay ey t k ao s t hh ih m hh ih z jh aa b,hh ih z f ey l ih er t uw ow p ih n ah s t ao r b ay ey k ao s t ih m hh ih z jh aa b,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
6885,train/dr3/mrtj0/sx412,g w eh n p l ae n t ih d g r iy n b iy n z ih n hh er v eh jh t ah b l g aa r d n,g w eh n p l ae n ih d g r iy n b iy n z ih n hh er v eh jh t ah b l g aa r n,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
6886,train/dr3/mrtj0/sx142,hh w ih ch l ao ng aa r t ih k l w ah z ow p ey k ae n d n iy d ih d k l ae r ah f ah k ey sh ih n,w ih ch l ao ng aa r dh ih k l w aa z ow p eh k ae n iy dh ih k l ae er f ih k ey sh n,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
6887,train/dr3/mrtj0/si772,ah k aa r d b ao r d p ae t er n k ah t t uw f ih t ih n s ay d hh ow l d er w ih l hh eh l p t uw p r ah v eh n t w ao r p ih ng,ah k aa r b ao r p ae dh er n k ah t ih f ih dh ih n s ay hh ow l er w uh hh eh l t ah p r ih v eh n w ao r p iy ng,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]"
6888,train/dr3/mrtj0/si1551,ow w iy m ae n ih jh d sh iy s eh d,ow w iy m ae n ih jh t sh iy s eh d,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
6889,train/dr3/mrtj0/si2032,hh iy t uh k ah b ih g s w ih g ah v hh ih z d r ih ng k,hh iy t uh k ah b ih g s w ih g ah v ih z d r iy ng k,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]"
6890,test/dr3/mrtk0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh d y er d aa r s uw n g r iy s iy w aa sh w ao dh er ao l y ih er,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6891,test/dr3/mrtk0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k er r iy ih n oy l iy r ae g l ay dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
6892,test/dr3/mrtk0/sx13,s w ih ng y uh r aa r m ae z hh ay ae z y uw k ae n,s w ih ng y er aa r m ih z hh ay ih z y uw k ae n,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
6893,test/dr3/mrtk0/sx193,hh w ay b ay oy l hh w eh n y uw ao l w ey z y uw z m ay n,w ay ay oy l w ah n y uw ao w ey z y uw z m ay n,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6894,test/dr3/mrtk0/sx373,ah b ao r ih ng n aa v l ih z ah s uh p er b s l iy p ih ng p ih l,ah b ao r ih ng n aa v l ih z ey s ih p er s l iy p ih ng p ih l,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6895,test/dr3/mrtk0/sx103,k ao l ae n ae m b y uh l ah n s f ao r m eh d ih k l ah s ih s t n s,k ao l ah n ae m y l ih n s f er m eh dh ih k l ah s ih s t n s,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6896,test/dr3/mrtk0/sx283,p l ae n d p ae r ah n t hh uh d ao r g ih n ih z ey sh ih n z p r ah m ow t b er th k ah n t r ow l,p l ae n p er ih n hh uh dh ao r er n ih z ey sh n z p er m ow b er th k ih n t r ow l,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
6897,test/dr3/mrtk0/si1750,k uh d dh ah ae m b ae s ah d er hh ih m s eh l f b iy dh ah m ae n ao n dh ih s s ay d dh ah p r ay m m ih n ih s t er f ih r d,k uh dh iy ih m b ae s ah dh er hh ih m s eh l f b iy dh ih m ae n ao n dh ih s ay dh ah p r ay m ih n ih s t er f ih er,"[1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
6898,test/dr3/mrtk0/si1093,hh w aa t eh l ah m ah n t s ah v aw r b ih hh ey v y er aa r d ah s ay s ih v,w ah dh eh l ah m ah s ah v aw er b iy hh ey v y er aa r d iy s ay s iy v,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
6899,test/dr3/mrtk0/si1723,ah n uw ay d iy ah d r ih f t ih d ih n f r ah m n ow hh w ae r,ey n uw ay d iy ih d r ih f t ih ih n f er m n ow w eh er,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
6900,train/dr5/mrvg0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh jh er d aa r k s uw t ih n g r iy z ih w ao sh w ao dh er ao l y ih er,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6901,train/dr5/mrvg0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r iy ih n ao l ih r ae l ay dh ae,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
6902,train/dr5/mrvg0/sx60,dh ah l eh jh ih s l ey ch er m eh t t uw jh ah jh dh ah s t ey t ah v p ah b l ih k eh jh ih k ey sh ih n,dh ah l eh jh ih s l ey ch er m eh t ah jh ah jh dh ih s t ey dh ah v p ah l ih ih jh ah k ey sh n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
6903,train/dr5/mrvg0/sx240,ih t s n aa t iy z iy t uw k r iy ey t ih l uw m ih n ey t ih ng ih g z ae m p l z,ih s n aa iy z ih t ah k r ih ey ah l uw m ih n ey dh ih ng ih z ae m p l z,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
6904,train/dr5/mrvg0/sx420,s iy m s t r eh s ih z ah t ae ch z ih p er z w ih dh ah th ih m b l n iy d l ae n d th r eh d,s iy m s t r eh s ah z ah t ae ch z ih p er z w ah dh ah th ih m b l n iy dh l ih n th r eh,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]"
6905,train/dr5/mrvg0/sx150,v iy eh t n aa m iy z k w ih z iy n ih z eh k s k w ih z ih t,v iy eh n ah m iy z k w ah z iy n ih z eh k s w ih z ih,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
6906,train/dr5/mrvg0/sx330,k aw n t dh ah n ah m b er ah v t iy s p uw n z ah v s oy s ao s dh ae t y uw ae d,k aw n dh ah n ah m b er v t iy s p uw n z ah v s oy s ao s dh ae y uw ae,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
6907,train/dr5/mrvg0/si510,ae d ih k w ih t k aa m p ah n s ey sh ih n ih z ih n d ih s p eh n s ah b l,hh ae ah k w ih k aa m p n s ey sh n ih z ih n d ih s p ih n s ah b l,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
6908,train/dr5/mrvg0/si1140,f ao l s ay d iy ah z s er f ah t ah n ah dh er s eh k t er ah v aw r l ay f,f ao l s ay d iy ah s er f ih ah n ah dh ah s eh t er v aw r l ay f,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
6909,train/dr5/mrvg0/si1770,dh ae r ih z n ow s t ao r hh iy p ay p t t r eh m y uh l ah s l iy,dh eh ih z n ow s t ao r hh iy p ay t t er m y ih l ah s l ih,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0]"
6910,train/dr3/mrwa0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh ih hh eh y er d aa r k s uw ih n g r iy s iy w ao sh w ao dh er ao l y ih er,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
6911,train/dr3/mrwa0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy dh ih k ih r iy n oy l ih r ae l ay dh ae,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
6912,train/dr3/mrwa0/sx73,k l ih f s d ih s p l ey w ah z m ih s p l ey s t ao n dh ah s k r iy n,k l ih f s d ih s p l ey w ih z m ih s p l ey s t ao n ah s k r iy n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
6913,train/dr3/mrwa0/sx253,b ay iy t ih ng y ow g er t y uw m ey l ih v l ao ng g er,b ay iy dh iy ng y ow er y ih m ey l ih v l ao ng g er,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
